delivery_id,order_id,date,delivery_slot,distance_km,time_taken_min,delivery_cost_inr,status
DEL02255,ORD02255,2024-03-26,12:00-15:00,20.27,71.0,91.61,Delivered
DEL02256,ORD02256,2024-03-20,12:00-15:00,35.64,105.3,134.93,Delivered
DEL02257,ORD02257,2024-03-07,12:00-15:00,2.45,8.5,35.77,Delivered
DEL02258,ORD02258,2024-03-17,15:00-18:00,2.89,12.9,40.33,Delivered
DEL02259,ORD02259,2024-03-16,15:00-18:00,7.17,28.1,48.68,Delivered
DEL02260,ORD02260,2024-03-04,12:00-15:00,11.63,42.0,59.3,Delivered
DEL02261,ORD02261,2024-03-19,15:00-18:00,21.78,69.7,87.09,Delivered
DEL02262,ORD02262,2024-03-24,09:00-12:00,24.24,90.0,86.5,Delivered
DEL02263,ORD02263,2024-03-27,18:00-21:00,28.02,112.3,127.84,Delivered
DEL02264,ORD02264,2024-03-19,09:00-12:00,4.57,14.2,38.45,Delivered
DEL02265,ORD02265,2024-03-11,12:00-15:00,18.61,82.7,87.49,Delivered
DEL02266,ORD02266,2024-03-18,15:00-18:00,9.03,37.9,57.45,Delivered
DEL02267,ORD02267,2024-03-17,15:00-18:00,27.37,110.3,104.98,Delivered
DEL02268,ORD02268,2024-03-29,12:00-15:00,36.55,129.6,131.54,Delivered
DEL02269,ORD02269,2024-03-02,09:00-12:00,2.52,9.1,36.05,Delivered
DEL02270,ORD02270,2024-03-18,18:00-21:00,30.78,90.9,123.18,Returned
DEL02271,ORD02271,2024-03-25,09:00-12:00,29.53,104.8,107.87,Delivered
DEL02272,ORD02272,2024-03-07,09:00-12:00,39.42,144.2,115.91,Delivered
DEL02273,ORD02273,2024-03-21,09:00-12:00,36.72,123.3,131.86,Delivered
DEL02274,ORD02274,2024-03-16,09:00-12:00,40.57,147.5,142.8,Delivered
DEL02275,ORD02275,2024-03-15,18:00-21:00,35.5,134.5,156.06,Delivered
DEL02276,ORD02276,2024-03-27,18:00-21:00,39.57,100.2,148.92,Delivered
DEL02277,ORD02277,2024-03-22,09:00-12:00,15.38,57.4,73.53,Delayed
DEL02278,ORD02278,2024-03-18,15:00-18:00,14.66,58.6,77.06,Delivered
DEL02279,ORD02279,2024-03-24,09:00-12:00,16.17,52.5,71.94,Delivered
DEL02280,ORD02280,2024-03-11,18:00-21:00,10.93,44.7,65.86,Returned
DEL02281,ORD02281,2024-03-30,18:00-21:00,11.33,35.0,68.33,Delivered
DEL02282,ORD02282,2024-03-23,12:00-15:00,25.87,67.9,91.46,Delivered
DEL02283,ORD02283,2024-03-02,09:00-12:00,22.98,85.3,94.76,Delivered
DEL02284,ORD02284,2024-03-08,18:00-21:00,20.56,58.0,90.69,Delivered
DEL02285,ORD02285,2024-03-12,18:00-21:00,31.7,136.8,126.05,Delivered
DEL02286,ORD02286,2024-03-30,18:00-21:00,33.14,148.5,124.17,Delivered
DEL02287,ORD02287,2024-03-30,15:00-18:00,42.11,108.2,140.97,Delivered
DEL02288,ORD02288,2024-03-29,15:00-18:00,7.5,25.7,48.38,Delivered
DEL02289,ORD02289,2024-03-21,09:00-12:00,16.99,71.2,66.1,Delivered
DEL02290,ORD02290,2024-03-18,12:00-15:00,38.06,170.0,139.42,Delivered
DEL02291,ORD02291,2024-03-14,15:00-18:00,27.91,108.5,115.55,Delivered
DEL02292,ORD02292,2024-03-17,18:00-21:00,31.53,112.7,123.88,Delivered
DEL02293,ORD02293,2024-03-13,12:00-15:00,2.7,8.1,37.19,Returned
DEL02294,ORD02294,2024-03-17,12:00-15:00,11.57,43.9,62.54,Delivered
DEL02295,ORD02295,2024-03-16,09:00-12:00,30.81,103.8,98.83,Delivered
DEL02296,ORD02296,2024-03-27,15:00-18:00,40.2,161.7,131.22,Delivered
DEL02297,ORD02297,2024-03-07,12:00-15:00,39.98,169.7,136.39,Delivered
DEL02298,ORD02298,2024-03-25,09:00-12:00,3.41,14.4,37.77,Delivered
DEL02299,ORD02299,2024-03-04,12:00-15:00,40.81,179.6,143.73,Delivered
DEL02300,ORD02300,2024-03-12,12:00-15:00,17.1,54.6,82.26,Delivered
DEL02301,ORD02301,2024-03-24,15:00-18:00,26.01,111.5,112.19,Delivered
DEL02302,ORD02302,2024-03-23,12:00-15:00,7.9,23.8,48.51,Delivered
DEL02303,ORD02303,2024-03-25,15:00-18:00,15.03,47.8,80.93,Delivered
DEL02304,ORD02304,2024-03-09,12:00-15:00,10.33,32.1,54.25,Delayed
DEL02305,ORD02305,2024-03-28,09:00-12:00,43.79,136.5,153.02,Delivered
DEL02306,ORD02306,2024-03-06,18:00-21:00,34.74,142.6,131.51,Delivered
DEL02307,ORD02307,2024-03-20,09:00-12:00,26.16,69.9,92.99,Delivered
DEL02308,ORD02308,2024-03-16,12:00-15:00,20.68,59.9,86.88,Delivered
DEL02309,ORD02309,2024-03-11,09:00-12:00,42.26,112.3,128.55,Delivered
DEL02310,ORD02310,2024-03-18,09:00-12:00,20.09,86.9,77.45,Delivered
DEL02311,ORD02311,2024-03-08,18:00-21:00,22.19,84.7,99.48,Delivered
DEL02312,ORD02312,2024-03-03,12:00-15:00,34.61,135.6,124.74,Delivered
DEL02313,ORD02313,2024-03-18,09:00-12:00,1.57,6.5,33.46,Delivered
DEL02314,ORD02314,2024-03-04,09:00-12:00,19.09,77.7,71.69,Delivered
DEL02315,ORD02315,2024-03-06,15:00-18:00,36.54,126.8,133.99,Delivered
DEL02316,ORD02316,2024-03-02,12:00-15:00,2.81,10.7,41.26,Delivered
DEL02317,ORD02317,2024-03-03,15:00-18:00,3.81,17.0,46.32,Delivered
DEL02318,ORD02318,2024-03-24,15:00-18:00,31.22,115.6,120.71,Delivered
DEL02319,ORD02319,2024-03-13,15:00-18:00,37.64,114.8,126.83,Delivered
DEL02320,ORD02320,2024-03-05,09:00-12:00,6.82,30.7,46.49,Delivered
DEL02321,ORD02321,2024-03-12,18:00-21:00,23.86,87.3,109.79,Delivered
DEL02322,ORD02322,2024-03-19,12:00-15:00,25.86,94.5,92.13,Delayed
DEL02323,ORD02323,2024-03-23,18:00-21:00,42.32,160.1,146.91,Delivered
DEL02324,ORD02324,2024-03-30,18:00-21:00,25.31,70.6,102.0,Returned
DEL02325,ORD02325,2024-03-17,18:00-21:00,23.11,75.5,95.79,Delayed
DEL02326,ORD02326,2024-03-19,09:00-12:00,3.3,13.2,41.58,Delivered
DEL02327,ORD02327,2024-03-02,18:00-21:00,26.12,86.6,106.35,Delivered
DEL02328,ORD02328,2024-03-08,09:00-12:00,12.56,40.3,64.22,Delivered
DEL02329,ORD02329,2024-03-19,12:00-15:00,44.95,141.7,151.5,Delivered
DEL02330,ORD02330,2024-03-06,15:00-18:00,27.98,100.6,111.08,Delivered
DEL02331,ORD02331,2024-03-07,12:00-15:00,12.96,47.8,71.57,Delivered
DEL02332,ORD02332,2024-03-19,09:00-12:00,11.64,48.4,64.35,Delivered
DEL02333,ORD02333,2024-03-26,12:00-15:00,16.54,43.6,72.04,Delivered
DEL02334,ORD02334,2024-03-16,09:00-12:00,34.91,132.1,126.76,Delivered
DEL02335,ORD02335,2024-03-26,18:00-21:00,42.45,137.8,169.47,Delivered
DEL02336,ORD02336,2024-03-02,12:00-15:00,23.46,80.8,89.47,Delivered
DEL02337,ORD02337,2024-03-29,09:00-12:00,15.8,46.6,67.84,Delivered
DEL02338,ORD02338,2024-03-11,15:00-18:00,38.75,100.5,151.47,Delivered
DEL02339,ORD02339,2024-03-19,15:00-18:00,17.35,63.7,88.73,Delivered
DEL02340,ORD02340,2024-03-07,18:00-21:00,44.97,147.6,163.12,Returned
DEL02341,ORD02341,2024-03-20,18:00-21:00,5.75,15.5,48.04,Delivered
DEL02342,ORD02342,2024-03-02,09:00-12:00,37.96,146.0,135.09,Delivered
DEL02343,ORD02343,2024-03-05,12:00-15:00,32.93,85.8,127.78,Delivered
DEL02344,ORD02344,2024-03-17,12:00-15:00,18.37,59.7,77.73,Delivered
DEL02345,ORD02345,2024-03-12,15:00-18:00,37.8,157.2,146.44,Delivered
DEL02346,ORD02346,2024-03-10,15:00-18:00,2.28,5.8,38.08,Delivered
DEL02347,ORD02347,2024-03-22,09:00-12:00,23.5,76.3,86.28,Delivered
DEL02348,ORD02348,2024-03-02,18:00-21:00,21.14,75.6,96.04,Delivered
DEL02349,ORD02349,2024-03-03,09:00-12:00,26.28,90.7,101.94,Delivered
DEL02350,ORD02350,2024-03-24,09:00-12:00,31.78,85.6,103.95,Delivered
DEL02351,ORD02351,2024-03-21,18:00-21:00,27.48,81.1,118.14,Delivered
DEL02352,ORD02352,2024-03-27,18:00-21:00,7.69,28.4,59.86,Delivered
DEL02353,ORD02353,2024-03-29,18:00-21:00,32.02,89.8,127.45,Delivered
DEL02354,ORD02354,2024-03-03,18:00-21:00,31.53,114.5,137.56,Delivered
DEL02355,ORD02355,2024-03-18,12:00-15:00,41.83,175.4,138.13,Delivered
DEL02356,ORD02356,2024-03-24,18:00-21:00,27.07,92.3,106.12,Delivered
DEL02357,ORD02357,2024-03-23,12:00-15:00,40.89,108.1,132.51,Delayed
DEL02358,ORD02358,2024-03-20,15:00-18:00,34.63,99.5,137.71,Delivered
DEL02359,ORD02359,2024-03-03,09:00-12:00,30.73,81.8,101.01,Delivered
DEL02360,ORD02360,2024-03-30,15:00-18:00,4.27,11.1,45.93,Delivered
DEL02361,ORD02361,2024-03-11,18:00-21:00,20.22,77.8,95.05,Returned
DEL02362,ORD02362,2024-03-05,12:00-15:00,11.32,50.8,60.6,Delivered
DEL02363,ORD02363,2024-03-26,09:00-12:00,42.0,123.4,124.44,Delivered
DEL02364,ORD02364,2024-03-23,12:00-15:00,38.68,144.0,126.37,Delivered
DEL02365,ORD02365,2024-03-28,12:00-15:00,44.24,198.8,140.05,Delivered
DEL02366,ORD02366,2024-03-14,09:00-12:00,17.28,60.2,68.26,Delayed
DEL02367,ORD02367,2024-03-06,15:00-18:00,41.54,121.1,155.93,Delivered
DEL02368,ORD02368,2024-03-06,15:00-18:00,17.98,71.5,87.4,Delivered
DEL02369,ORD02369,2024-03-08,09:00-12:00,8.95,33.7,51.78,Delivered
DEL02370,ORD02370,2024-03-02,09:00-12:00,36.34,120.2,118.84,Delivered
DEL02371,ORD02371,2024-03-02,12:00-15:00,40.55,134.9,139.39,Delivered
DEL02372,ORD02372,2024-03-19,09:00-12:00,24.38,107.7,95.46,Delivered
DEL02373,ORD02373,2024-03-12,09:00-12:00,41.49,107.8,121.44,Delivered
DEL02374,ORD02374,2024-03-21,09:00-12:00,16.85,64.3,72.94,Delivered
DEL02375,ORD02375,2024-03-15,18:00-21:00,41.51,121.6,166.94,Delivered
DEL02376,ORD02376,2024-03-01,18:00-21:00,6.1,19.8,53.96,Returned
DEL02377,ORD02377,2024-03-04,12:00-15:00,40.27,169.4,148.54,Delivered
DEL02378,ORD02378,2024-03-29,18:00-21:00,12.86,57.5,77.33,Delivered
DEL02379,ORD02379,2024-03-27,09:00-12:00,33.84,115.3,125.42,Delivered
DEL02380,ORD02380,2024-03-18,18:00-21:00,5.69,25.2,54.51,Delivered
DEL02381,ORD02381,2024-03-06,12:00-15:00,20.98,82.3,94.65,Delayed
DEL02382,ORD02382,2024-03-06,18:00-21:00,13.04,56.6,81.53,Delivered
DEL02383,ORD02383,2024-03-15,15:00-18:00,36.16,161.3,142.5,Delivered
DEL02384,ORD02384,2024-03-04,09:00-12:00,39.34,151.0,118.45,Delivered
DEL02385,ORD02385,2024-03-27,09:00-12:00,38.09,159.2,137.31,Delivered
DEL02386,ORD02386,2024-03-12,15:00-18:00,43.03,142.5,144.4,Delivered
DEL02387,ORD02387,2024-03-23,15:00-18:00,40.1,127.6,147.8,Delivered
DEL02388,ORD02388,2024-03-17,09:00-12:00,5.86,14.7,41.02,Delivered
DEL02389,ORD02389,2024-03-08,18:00-21:00,37.76,125.7,161.78,Delivered
DEL02390,ORD02390,2024-03-23,12:00-15:00,7.23,24.3,49.42,Delivered
DEL02391,ORD02391,2024-03-18,18:00-21:00,25.34,103.1,107.33,Delivered
DEL02392,ORD02392,2024-03-05,15:00-18:00,30.35,128.9,110.29,Delivered
DEL02393,ORD02393,2024-03-11,09:00-12:00,31.14,135.8,101.81,Delivered
DEL02394,ORD02394,2024-03-04,09:00-12:00,22.84,84.7,85.94,Delivered
DEL02395,ORD02395,2024-03-05,12:00-15:00,40.14,104.0,140.11,Delivered
DEL02396,ORD02396,2024-03-10,18:00-21:00,30.16,131.1,120.8,Delivered
DEL02397,ORD02397,2024-03-12,18:00-21:00,36.09,148.1,136.57,Delivered
DEL02398,ORD02398,2024-03-26,09:00-12:00,5.5,15.8,43.12,Delivered
DEL02399,ORD02399,2024-03-10,15:00-18:00,19.88,83.3,83.63,Delivered
DEL02400,ORD02400,2024-03-17,09:00-12:00,28.01,106.3,92.18,Delivered
DEL02401,ORD02401,2024-03-25,12:00-15:00,5.25,14.8,44.24,Delayed
DEL02402,ORD02402,2024-03-15,12:00-15:00,23.74,93.2,92.01,Returned
DEL02403,ORD02403,2024-03-28,18:00-21:00,24.65,80.1,100.27,Delivered
DEL02404,ORD02404,2024-03-05,09:00-12:00,10.09,32.5,50.66,Delivered
DEL02405,ORD02405,2024-03-23,12:00-15:00,28.72,128.0,97.85,Delivered
DEL02406,ORD02406,2024-03-11,09:00-12:00,16.2,44.0,65.05,Delivered
DEL02407,ORD02407,2024-03-19,18:00-21:00,20.55,71.3,87.98,Delivered
DEL02408,ORD02408,2024-03-22,18:00-21:00,13.74,42.8,72.4,Delivered
DEL02409,ORD02409,2024-03-12,12:00-15:00,44.03,126.9,149.36,Delivered
DEL02410,ORD02410,2024-03-06,12:00-15:00,8.52,34.4,50.37,Delivered
DEL02411,ORD02411,2024-03-06,09:00-12:00,40.11,139.0,136.72,Delivered
DEL02412,ORD02412,2024-03-21,18:00-21:00,17.73,78.8,91.15,Delivered
DEL02413,ORD02413,2024-03-06,18:00-21:00,18.92,53.7,86.46,Delivered
DEL02414,ORD02414,2024-03-02,12:00-15:00,23.98,105.4,91.45,Delivered
DEL02415,ORD02415,2024-03-29,09:00-12:00,44.52,135.6,153.54,Delivered
DEL02416,ORD02416,2024-03-13,09:00-12:00,9.67,37.8,51.09,Delivered
DEL02417,ORD02417,2024-03-25,12:00-15:00,14.82,51.7,72.96,Delivered
DEL02418,ORD02418,2024-03-02,12:00-15:00,1.66,5.6,35.48,Delivered
DEL02419,ORD02419,2024-03-15,09:00-12:00,2.21,8.2,35.18,Delivered
DEL02420,ORD02420,2024-03-09,12:00-15:00,7.67,20.8,52.96,Delivered
DEL02421,ORD02421,2024-03-25,09:00-12:00,22.43,75.8,84.48,Delivered
DEL02422,ORD02422,2024-03-23,12:00-15:00,26.95,70.4,108.58,Delivered
DEL02423,ORD02423,2024-03-13,09:00-12:00,6.49,25.8,49.91,Delivered
DEL02424,ORD02424,2024-03-23,12:00-15:00,12.55,33.5,62.24,Delivered
DEL02425,ORD02425,2024-03-07,09:00-12:00,2.65,8.4,35.28,Delivered
DEL02426,ORD02426,2024-03-17,18:00-21:00,4.43,16.9,53.21,Delivered
DEL02427,ORD02427,2024-03-01,09:00-12:00,13.73,37.9,62.64,Delivered
DEL02428,ORD02428,2024-03-03,09:00-12:00,43.16,155.1,130.64,Delivered
DEL02429,ORD02429,2024-03-30,12:00-15:00,1.27,5.3,38.06,Delivered
DEL02430,ORD02430,2024-03-01,15:00-18:00,4.83,20.7,45.83,Delivered
DEL02431,ORD02431,2024-03-02,15:00-18:00,29.6,109.9,111.67,Delivered
DEL02432,ORD02432,2024-03-13,12:00-15:00,6.16,18.0,45.82,Delivered
DEL02433,ORD02433,2024-03-08,12:00-15:00,11.8,37.7,64.84,Delivered
DEL02434,ORD02434,2024-03-01,09:00-12:00,8.89,28.6,48.01,Delivered
DEL02435,ORD02435,2024-03-03,15:00-18:00,27.97,122.6,105.0,Delayed
DEL02436,ORD02436,2024-03-04,18:00-21:00,5.8,18.0,55.37,Delivered
DEL02437,ORD02437,2024-03-09,09:00-12:00,4.37,12.9,44.04,Delivered
DEL02438,ORD02438,2024-03-15,18:00-21:00,21.91,77.5,109.78,Delivered
DEL02439,ORD02439,2024-03-04,15:00-18:00,1.32,3.8,37.5,Delivered
DEL02440,ORD02440,2024-03-22,09:00-12:00,4.15,10.9,40.31,Delivered
DEL02441,ORD02441,2024-03-14,12:00-15:00,28.22,102.9,105.3,Returned
DEL02442,ORD02442,2024-03-11,09:00-12:00,22.2,98.0,78.7,Delivered
DEL02443,ORD02443,2024-03-12,09:00-12:00,40.76,149.4,121.39,Delivered
DEL02444,ORD02444,2024-03-27,12:00-15:00,5.34,20.7,46.27,Delivered
DEL02445,ORD02445,2024-03-05,09:00-12:00,16.8,48.4,72.46,Delivered
DEL02446,ORD02446,2024-03-09,12:00-15:00,22.4,80.6,85.11,Delivered
DEL02447,ORD02447,2024-03-18,12:00-15:00,43.05,158.8,143.55,Delivered
DEL02448,ORD02448,2024-03-19,09:00-12:00,19.76,83.7,72.7,Delivered
DEL02449,ORD02449,2024-03-23,15:00-18:00,3.18,13.6,39.72,Delivered
DEL02450,ORD02450,2024-03-12,15:00-18:00,23.82,99.0,90.01,Delivered
DEL02451,ORD02451,2024-03-26,12:00-15:00,14.68,50.5,64.99,Delivered
DEL02452,ORD02452,2024-03-12,09:00-12:00,8.48,36.2,48.08,Delivered
DEL02453,ORD02453,2024-03-06,15:00-18:00,37.22,127.0,138.17,Delivered
DEL02454,ORD02454,2024-03-29,15:00-18:00,1.77,7.7,36.44,Delivered
DEL02455,ORD02455,2024-03-03,09:00-12:00,13.12,39.0,60.8,Delivered
DEL02456,ORD02456,2024-03-26,18:00-21:00,30.17,75.6,123.41,Delivered
DEL02457,ORD02457,2024-03-13,15:00-18:00,16.74,64.4,82.57,Delivered
DEL02458,ORD02458,2024-03-03,09:00-12:00,28.05,117.2,100.36,Delivered
DEL02459,ORD02459,2024-03-03,12:00-15:00,22.09,56.5,84.31,Delivered
DEL02460,ORD02460,2024-03-15,18:00-21:00,22.69,67.6,110.82,Returned
DEL02461,ORD02461,2024-03-05,18:00-21:00,44.77,152.8,180.79,Delivered
DEL02462,ORD02462,2024-03-02,12:00-15:00,8.32,24.5,56.35,Delivered
DEL02463,ORD02463,2024-03-12,12:00-15:00,19.78,51.8,89.38,Delivered
DEL02464,ORD02464,2024-03-15,12:00-15:00,37.57,142.7,120.91,Delivered
DEL02465,ORD02465,2024-03-21,15:00-18:00,40.19,104.3,138.7,Delivered
DEL02466,ORD02466,2024-03-13,18:00-21:00,21.43,67.6,97.41,Delivered
DEL02467,ORD02467,2024-03-29,18:00-21:00,7.2,29.9,56.66,Delivered
DEL02468,ORD02468,2024-03-06,18:00-21:00,41.08,119.6,151.6,Delivered
DEL02469,ORD02469,2024-03-04,12:00-15:00,43.47,138.6,154.82,Delivered
DEL02470,ORD02470,2024-03-06,15:00-18:00,10.21,35.1,66.67,Delivered
DEL02471,ORD02471,2024-03-03,15:00-18:00,9.35,30.3,56.43,Delivered
DEL02472,ORD02472,2024-03-15,12:00-15:00,9.57,39.4,58.42,Delivered
DEL02473,ORD02473,2024-03-05,12:00-15:00,26.85,89.7,97.82,Delivered
DEL02474,ORD02474,2024-03-09,12:00-15:00,28.87,113.5,114.24,Delivered
DEL02475,ORD02475,2024-03-21,09:00-12:00,27.84,95.1,102.03,Delivered
DEL02476,ORD02476,2024-03-25,18:00-21:00,21.55,84.1,108.35,Delivered
DEL02477,ORD02477,2024-03-22,15:00-18:00,4.95,14.8,48.05,Delivered
DEL02478,ORD02478,2024-03-30,18:00-21:00,41.34,110.9,156.4,Delivered
DEL02479,ORD02479,2024-03-15,18:00-21:00,4.03,10.8,49.2,Delivered
DEL02480,ORD02480,2024-03-13,15:00-18:00,9.81,30.6,58.38,Delivered
DEL02481,ORD02481,2024-03-24,18:00-21:00,3.17,12.8,46.79,Delivered
DEL02482,ORD02482,2024-03-04,18:00-21:00,31.72,135.5,142.29,Delivered
DEL02483,ORD02483,2024-03-08,09:00-12:00,8.63,28.7,46.84,Delivered
DEL02484,ORD02484,2024-03-30,18:00-21:00,24.76,94.5,113.5,Delivered
DEL02485,ORD02485,2024-03-13,12:00-15:00,8.36,24.3,53.67,Delivered
DEL02486,ORD02486,2024-03-29,09:00-12:00,38.44,143.5,128.85,Delivered
DEL02487,ORD02487,2024-03-17,18:00-21:00,24.66,107.2,112.11,Delivered
DEL02488,ORD02488,2024-03-07,18:00-21:00,14.23,51.6,84.61,Delivered
DEL02489,ORD02489,2024-03-21,12:00-15:00,8.36,31.6,51.59,Delivered
DEL02490,ORD02490,2024-03-21,18:00-21:00,13.26,37.8,75.57,Delivered
DEL02491,ORD02491,2024-03-06,18:00-21:00,12.91,41.5,73.91,Delivered
DEL02492,ORD02492,2024-03-17,18:00-21:00,17.11,60.4,80.38,Delivered
DEL02493,ORD02493,2024-03-11,09:00-12:00,35.19,150.4,118.28,Delivered
DEL02494,ORD02494,2024-03-30,12:00-15:00,30.54,88.7,122.73,Delivered
DEL02495,ORD02495,2024-03-06,09:00-12:00,9.28,31.1,53.1,Delayed
DEL02496,ORD02496,2024-03-10,15:00-18:00,34.99,93.1,117.81,Delivered
DEL02497,ORD02497,2024-03-13,12:00-15:00,1.14,4.3,32.2,Delivered
DEL02498,ORD02498,2024-03-20,12:00-15:00,11.8,51.5,64.27,Delivered
DEL02499,ORD02499,2024-03-26,09:00-12:00,43.49,177.1,138.53,Delivered
DEL02500,ORD02500,2024-03-30,09:00-12:00,29.2,88.3,106.71,Delivered
DEL02501,ORD02501,2024-03-17,18:00-21:00,4.24,14.9,46.65,Delivered
DEL02502,ORD02502,2024-03-19,15:00-18:00,37.28,143.6,131.07,Returned
DEL02503,ORD02503,2024-03-25,18:00-21:00,34.35,117.1,146.13,Delivered
DEL02504,ORD02504,2024-03-29,09:00-12:00,25.81,97.0,95.02,Delivered
DEL02505,ORD02505,2024-03-05,15:00-18:00,28.21,125.3,119.1,Delivered
DEL02506,ORD02506,2024-03-11,12:00-15:00,25.72,72.1,91.63,Delayed
DEL02507,ORD02507,2024-03-06,18:00-21:00,39.17,146.8,144.76,Delivered
DEL02508,ORD02508,2024-03-30,12:00-15:00,9.46,28.4,54.55,Delivered
DEL02509,ORD02509,2024-03-05,09:00-12:00,34.24,90.0,108.04,Delivered
DEL02510,ORD02510,2024-03-25,15:00-18:00,3.78,16.9,40.75,Delivered
DEL02511,ORD02511,2024-03-13,09:00-12:00,35.75,150.1,117.46,Delivered
DEL02512,ORD02512,2024-03-24,12:00-15:00,42.37,151.1,140.8,Delivered
DEL02513,ORD02513,2024-03-01,15:00-18:00,26.26,103.1,106.58,Delivered
DEL02514,ORD02514,2024-03-18,18:00-21:00,44.23,133.2,184.62,Delivered
DEL02515,ORD02515,2024-03-25,15:00-18:00,5.49,22.3,46.73,Delivered
DEL02516,ORD02516,2024-03-14,15:00-18:00,19.27,69.2,79.21,Delayed
DEL02517,ORD02517,2024-03-28,09:00-12:00,30.24,124.0,96.66,Delayed
DEL02518,ORD02518,2024-03-08,12:00-15:00,37.05,158.6,120.06,Delayed
DEL02519,ORD02519,2024-03-08,15:00-18:00,32.49,103.2,115.24,Delivered
DEL02520,ORD02520,2024-03-19,09:00-12:00,16.99,71.7,67.82,Delivered
DEL02521,ORD02521,2024-03-13,18:00-21:00,19.37,53.7,94.34,Delivered
DEL02522,ORD02522,2024-03-15,15:00-18:00,7.74,23.4,52.71,Delivered
DEL02523,ORD02523,2024-03-24,18:00-21:00,12.52,35.4,68.07,Delivered
DEL02524,ORD02524,2024-03-15,09:00-12:00,37.03,123.1,125.71,Delivered
DEL02525,ORD02525,2024-03-17,09:00-12:00,44.96,138.9,131.79,Delivered
DEL02526,ORD02526,2024-03-17,18:00-21:00,15.05,40.8,87.78,Delivered
DEL02527,ORD02527,2024-03-03,12:00-15:00,29.42,80.9,103.65,Delivered
DEL02528,ORD02528,2024-03-22,12:00-15:00,28.19,119.1,105.26,Delivered
DEL02529,ORD02529,2024-03-07,12:00-15:00,22.72,58.3,91.14,Delivered
DEL02530,ORD02530,2024-03-18,12:00-15:00,37.5,103.1,118.98,Returned
DEL02531,ORD02531,2024-03-11,12:00-15:00,16.53,48.2,76.47,Delivered
DEL02532,ORD02532,2024-03-01,15:00-18:00,19.6,56.7,83.4,Returned
DEL02533,ORD02533,2024-03-13,15:00-18:00,8.7,25.1,59.04,Delivered
DEL02534,ORD02534,2024-03-29,18:00-21:00,16.63,61.9,81.92,Delivered
DEL02535,ORD02535,2024-03-30,15:00-18:00,2.79,9.1,38.17,Delivered
DEL02536,ORD02536,2024-03-26,12:00-15:00,33.39,89.3,124.05,Delivered
DEL02537,ORD02537,2024-03-20,18:00-21:00,39.56,134.1,165.59,Delivered
DEL02538,ORD02538,2024-03-03,12:00-15:00,25.97,75.3,94.63,Delivered
DEL02539,ORD02539,2024-03-11,12:00-15:00,25.12,79.9,94.59,Delivered
DEL02540,ORD02540,2024-03-15,15:00-18:00,7.06,30.9,57.31,Delivered
DEL02541,ORD02541,2024-03-20,18:00-21:00,33.1,134.3,133.6,Delivered
DEL02542,ORD02542,2024-03-11,18:00-21:00,28.72,82.3,110.11,Delivered
DEL02543,ORD02543,2024-03-25,09:00-12:00,10.47,26.6,55.38,Delivered
DEL02544,ORD02544,2024-03-22,15:00-18:00,30.74,115.1,111.25,Delivered
DEL02545,ORD02545,2024-03-09,15:00-18:00,34.43,121.1,128.55,Delivered
DEL02546,ORD02546,2024-03-03,15:00-18:00,44.04,143.0,157.18,Delivered
DEL02547,ORD02547,2024-03-22,09:00-12:00,22.19,77.5,86.51,Delivered
DEL02548,ORD02548,2024-03-19,15:00-18:00,26.04,94.9,102.35,Delayed
DEL02549,ORD02549,2024-03-25,12:00-15:00,25.91,114.0,102.86,Delivered
DEL02550,ORD02550,2024-03-19,15:00-18:00,44.94,123.4,172.19,Delivered
DEL02551,ORD02551,2024-03-09,12:00-15:00,40.36,146.3,139.32,Delivered
DEL02552,ORD02552,2024-03-20,18:00-21:00,36.99,112.7,152.32,Delivered
DEL02553,ORD02553,2024-03-11,15:00-18:00,6.18,23.6,47.34,Delivered
DEL02554,ORD02554,2024-03-17,09:00-12:00,27.34,70.3,101.54,Delayed
DEL02555,ORD02555,2024-03-02,15:00-18:00,13.72,37.4,68.78,Delivered
DEL02556,ORD02556,2024-03-07,09:00-12:00,38.32,154.1,121.44,Delivered
DEL02557,ORD02557,2024-03-18,12:00-15:00,40.87,177.5,149.85,Delivered
DEL02558,ORD02558,2024-03-13,09:00-12:00,10.27,29.1,52.38,Delivered
DEL02559,ORD02559,2024-03-29,15:00-18:00,21.83,88.4,86.16,Delivered
DEL02560,ORD02560,2024-03-23,09:00-12:00,27.1,119.9,95.83,Delivered
DEL02561,ORD02561,2024-03-10,12:00-15:00,23.07,100.8,97.75,Delivered
DEL02562,ORD02562,2024-03-26,12:00-15:00,17.23,68.8,77.33,Delivered
DEL02563,ORD02563,2024-03-25,12:00-15:00,10.35,29.2,53.84,Delivered
DEL02564,ORD02564,2024-03-18,09:00-12:00,3.95,15.4,41.57,Delivered
DEL02565,ORD02565,2024-03-02,18:00-21:00,16.6,44.3,91.78,Delivered
DEL02566,ORD02566,2024-03-01,15:00-18:00,31.83,109.0,114.58,Delivered
DEL02567,ORD02567,2024-03-07,12:00-15:00,35.63,141.4,135.9,Delivered
DEL02568,ORD02568,2024-03-05,15:00-18:00,31.11,90.3,113.58,Delivered
DEL02569,ORD02569,2024-03-20,09:00-12:00,1.8,6.3,33.49,Delivered
DEL02570,ORD02570,2024-03-28,15:00-18:00,30.17,116.5,125.99,Delivered
DEL02571,ORD02571,2024-03-21,15:00-18:00,44.92,153.7,165.06,Delivered
